"A1001","ADARSHA VIDYAMANDIR"
"C1293","GANGARAMPUR GIRLS HIGH SCHOOL"
"C1294","GARDEN REACH MOULANA AZAD MEMORIAL GIRLS HIGH SCHOOL"
"C1295","GARDEN REACH MUDIALI GIRLS' HIGH SCHOOL"
"C1296","GARDEN REACH NUT BEHARI DAS GIRLS H SCHOOL"
"C1297","GARFA DHIRENDRANATH MEMORIAL GIRLS H SCHOOL"
"C1298","GARIA BINA BALIKA VIDYALAYA"
"C1299","GARIA HARIMATI DEBI UCHHAYA BALIKA VIDYALAYA"
"C1300","GHUTIARISHARIF BALIKA VIDYALAYA"
"C1301","GOBINDAPUR GYANADA DEBI GIRLS HIGH SCHOOL"
"C1302","GOCHARAN GIRLS HIGH SCHOOL"
"C1303","HALTU HIGH SCHOOL FOR GIRLS"
"C1304","HARINABHI SUBHASINI BALIKA SIKSHYALAYA"
"C1306","JADAVPUR SAMMILITA BALIKA VIDYALAYA"
"C1307","JAGATPUR RUKMINI VIDYAMANDIR FOR GIRLS"
"C1308","JAYNAGAR INSTITUTION FOR GIRLS"
"C1309","JOKA BRATACHARI VIDYASRAM GIRLS HIGH SCHOOL"
"C1310","JOTE SHIBORAMPUR GIRLS' HIGH SCHOOL"
"C1311","KALIKAPUR BASANTI DEVI BALIKA VIDYALAYA"
"C1312","KALIPUR GIRLS' HIGH SCHOOL"
"C1313","KAMRABAD GIRLS HIGH SCHOOL"
"C1314","KANKHULY GIRLS HIGH SCHOOL"
"C1315","KENDUA MAHENDRANATH GIRLS HIGH SCHOOL"
"C1316","KEORAPUKUR U C N I GIRLS HIGH SCHOOL"
"C1317","KODALIA GIRLS HIGH SCHOOL"
"C1318","KULTI GOVT COLONY REFUGEE GIRLS HIGH SCHOOL"
"C1319","LASKARPUR RABINDRA VIDYAPITH FOR GIRLS"
"C1320","MADARAT ISAN CHANDRA BALIKA VIDYALAYA"
"C1321","MAHESHPUR PRAFULLA BALIKA VIDYAMANDIR"
"C1322","MAHESHTALA GIRLS HIGH SCHOOL"
"C1323","MALLIKPORE GIRLS HIGH SCHOOL"
"C1324","MODERNLAND GIRLS HIGH SCHOOL"
"C1325","MOZILPUR SHYAM SUNDAR BALIKA VIDYALAYA"
"C1326","NANGI BALIKA BIDYALAYA"
"C1327","NIMPITH ASRAM SARADA VIDYAMANDIR FOR GIRLS"
"C1328","PRANTA PALLI BALIKA VIDYALAYA"
"C1329","PUTIARY BRAJAMOHAN TEWARI GIRLS HIGH SCHOOL"
"C1330","RAJARAMPUR GIRLS HIGH SCHOOL"
"C1331","RAJPUR PADMAMANI GIRLS HIGH SCHOOL"
"C1332","RASAPUNJA JNANADAMOYEE BALIKA VIDYALAYA"
"C1333","SAHAPUR SABITRI BALIKA VIDYALAYA"
"C1334","SANTOSHPUR RISHI AUROBINDA BALIKA VIDYAPITH"
"C1335","SANTOSHPUR S.P.VIDYALAY FOR GIRLS"
"C1336","SARANGABAD JAJNESWARI PATHSALA GIRLS HIGH SCHOOL"
"C1337","SARBERIA SATADAL BALIKA VIDYALAYA"
"C1338","SARSOONA GIRLS HIGH SCHOOL"
"C1339","SEVANAGAR BALIKA VIDYALAYA"
"C1340","SHIBARAMPUR MADHYAMIK HIGH SCHOOL FOR GIRLS"
"C1341","SODPUR BALIKA VIDYALAYA"
"C1342","SONTOSHPUR VIDYAMANDIR GIRLS HIGH SCHOOL"
"C1343","SREE SARADA RAMKRISHNA BALIKA VIDYAPITH"
"C1344","SUCHETANAGAR BALIKA VIDYAMANDIR"
"C1345","TALDI SURABALA SIKSHAYATAN FOR GIRLS"
"C1346","TELARI BANIPITH GIRLS HIGH SCHOOL"
"C1347","THAKURPUKUR BRAHMACHARI P.K. VIDYAMANDIR FOR GIRLS'"
"C1348","TILOTTAMA BALIKA VIDYALAYA"
"C1349","VIDYANAGAR BALIKA VIDYALAYA"
"C1350","WEST BARISHA KAMALA VIDYAMANDIR"
"C1351","SANTI SANGHA SIKSHAMANDIR GIRLS' HIGH SCHOOL"
"C1352","BEHALA BALIKA VIDYAPITH"
"C1353","FATEPUR HINDI NAGARI PRACHARAK VIDYALAYA HIGH SCHOOL"
"C1354","BARISHA CHARAN KABI SIKSHANIKETAN HIGH SCHOOL"
"C1357","SANTOSHPUR SIKSHAYATAN"
"C1359","PARNASREE SATI PRASANNA VIDYAPITH"
"C1360","MATIABRUJ GIRLS' HIGH SCHOOL"
"C1361","GONIPORE SHITALA HIGH SCHOOL"
"C1362","BAWALI PALLIMANGAL HIGH SCHOOL"
"C1363","BADAMTALA HIGH SCHOOL"
"C1364","BETHUABATI BHAJAHARI HIGH SCHOOL"
"C1365","RAMNAGAR ADARSHA HIGH SCHOOL"
"C1366","DOM DOMA HIGH SCHOOL"
"C1367","CHAKCHATTA  SASHI BHUSAN HIGH SCHOOL"
"C1368","SARANGABAD ARYA RISHIKUL VIDYANIKETAN"
"C1369","BHOJERHAT SARODA DESHAPRIYA BALIKA VIDYALAYA"
"C1370","RAGHUDEVPORE ELOKESHI AIKATAN BALIKA VIDYALAYA"
"C1371","BUDGE BUDGE SUBHASH GIRLS HIGH SCHOOL"
"C1372","ROTARY RABINDRA VIDYAPITH"
"C1373","NABASAN HIGH SCHOOL"
"C1374","RABINDRA BALIKA VIDYAPITH"
"C1375","GABBERIA CHHATRA BANDHU VIDYAPITH (CO-ED)"
"C1376","PANCHUR HIGH SCHOOL"
"C1377","SONARIA HEMCHANDRA VIDYAMANDIR"
"C1378","JAGTALA SURJYA KR BALIKA VIDYALAYA (GIRLS)"
"C1379","HALTU ARYA BALIKA VIDYALAYA"
"C1380","S M NAGAR DEROZIO SMRITI VIDYALAYA"
"C1382","BARAGAGAN GOHALIA HIGH SCHOOL"
"C1383","SONAMUKHI VIVEKANANDA HIGH SCHOOL"
"C1384","GOPALPUR SITALA VIDYALAYA"
"C1385","BARUIPUR JNANADA VIDYAPITH"
"C1386","GANTI JAGANNATH SMRITI VIDYANIKETAN"
"C1387","KANTALIA HIGH SCHOOL"
"C1388","KANTAMARI CHURAMONI HIGH SCHOOL"
"C1389","KHEADAHA HIGH SCHOOL (H.S)"
"C1390","BIRINCHIBARI SURENDRANATH BALIKA VIDYALAYA"
"C1391","DAKSHIN JAGADDAL SM KANAK BASU BALIKA VIDYAPITH"
"C1392","SINHER DANRI KEDARNATH HIGH SCHOOL"
"C1393","SREEPUR SIKSHA SADAN"
"C1394","NARAYANPUR HIGH SCHOOL"
"C1395","KUSUMBA HIGH SCHOOL"
"C1396","ISWARIPUR MARJINA VIDYANIKETAN"
"C1397","KAORAKHALI NAKUL SAHADEB HIGH SCHOOL"
"C1398","KUMRAKHALI KEDARNATH VIDYAPITH"
"C1399","MANMATHANAGAR HIGH SCHOOL"
"C1400","PALPUR ADARSHA VIDYAPITH"
"C1401","RAMCHANDRA KHALI NARENDRA SIKSHA NIKETAN"
"C1402","KAIKHALI GOPALGANJ B K R M INSTITUTION"
"C1403","TEGHARIA VIDYAPITH"
"C1404","SANTIPUR HIGH SCHOOL"
"C1405","BATTALI BANGA BHARATI VIDYAYATAN"
"C1406","BAGBAGAN UTTARDANGA B M HIGH SCHOOL (CO-ED)"
"C1407","CHANDIPUR HIGH SCHOOL"
"C1408","DONGAJORA RAMANATH HIGH SCHOOL"
"C1409","SREEKRISHNANAGAR HIGH SCHOOL"
"C1410","GARDEWANI HIGH SCHOOL"
"C1411","JOUTHIA BOWNI VIDYAPITH"
"C1412","DUM DUM VIDYALAYA"
"C1413","KANTALBERIA HARIHAR HIGH SCHOOL"
"C1414","SUBHASGRAM NABATARA VIDYALAYA"
"C1415","SREE SREE RAMKRISHNA SIKSHANIKETAN"
"C1416","BIDYA BHABAN"
"C1417","DEBIPUR KARUNAMOYEE BALIKA VIDYAYATAN"
"C1418","JADAVPUR RISHI AUROBINDA VIDYAPITH HIGH SCHOOL"
"C1419","GOPALKATA JELEPARA HIGH SCHOOL"
"C1420","HALTU KISHALAYA SHIKSHA SADAN"
"C1421","NETAJINAGAR NIVEDITA HIGH SCHOOL"
"C1422","MOULANA HASRAT MOHANI MEMORIAL GIRLS HIGH SCHOOL"
"C1423","SARADA VIDYAPITH HIGH SCHOOL"
"C1424","ALIPORE GIRLS' & BOYS' HIGH SCHOOL"
"C1425","G B MEMORIAL INSTITUTION"
"C1426","SISHU BIKASH ACADEMY"
"C1427","SHRI RITAM VIDYAPITH"
"C1428","DAKSHIN SANGUR KARUNAMOYEE GIRLS' HIGH SCHOOL"
"C1429","NIVA ANANDA VIDYALAYA(HIGH SCHOOL)"
"C1430","SUNDIA SARALA MATILAL HIGH SCHOOL(BENGALI MEDIUM)"
"C1431","GORKHARA VIDYAMANDIR(HIGH)"
"C1432","PURANDARPUR MATH SADHAN SAMAR NARI SIKSHAYATAN"
"C1433","ATGHARA KALIKRISHNA VIDYAPITH"
"C1434","KAMRA HIGH SCHOOL"
"C1435","SAMALI BHOLANATH HIGH SCHOOL"
"C1436","BEJOYRAMPUR PYARIMOHAN HIGH SCHOOL"
"C1437","JOYRAMPUR MANICK CHANDRA DEY SIKSHAYATAN(HIGH SCHOOL)"
"C1438","CHAKKENDUA VIDYASAGAR VIDYAYATAN(HIGH SCHOOL)"
"C1439","EGARAGRAM SIKSHA NIKETAN(HIGH)"
"C1440","BAWALI GANGAPRASAD VIDYAPITH HIGH SCHOOL"
"C1441","MAHADEV NAGAR HIGH SCHOOL"
"C1442","SATKARI BANGA VIDYALAYA(HIGH)"
"C1443","HRIDAY NATH KAYAL VIDYAPITH(HIGH)"
"C1444","KANYANAGAR VIDYAPITH(HIGH SCHOOL)"
"C1445","KALIDASPUR B C HIGH SCHOOL"
"C1446","EMLIBARI JAJNESWAR VIDYANIKETAN(HIGH SCHOOL)"
"C1447","HIRANMOYPUR JOYGOPALPUR NETAJI VIDYAPITH(HIGH SCHOOL)"
"C1448","KALA HAZRA HIGH SCHOOL"
"C1449","SUNDARBAN ASIT BARAN HIGH SCHOOL"
"C1450","DAKSHIN ARUNNAGAR HIGH SCHOOL"
"C1451","KARABEG CHARAGHATA S M S HIGH SCHOOL"
"C1452","BARDEULI ADARSHA SIKSHANIKETAN(HIGH SCHOOL)"
"C1453","MUCHISA BAMANGINI DEVI BALIKA VIDYALAYA(HIGH SCHOOL)"
"C1454","HATCHAPRI HIGH SCHOOL"
"C1455","PURBA SHYAMNAGAR VIDYASAGAR HIGH SCHOOL"
"C1456","BELEDURGANAGAR HIGH SCHOOL"
"C1457","JAYATALA HIGH SCHOOL"
"C1458","HAJI RATAN MULTIPURPOSE HIGH SCHOOL"
"C1459","JAGADDAL COLONY HIGH SCHOOL"
"C1460","GANIPUR MADHYAMIK BALIKA VIDYALAYA HIGH SCHOOL"
"C1461","NANDABHANGA HIGH SCHOOL"
"C1462","TAPNA CHATURBHUJ HIGH SCHOOL"
"C1463","TELARI RABINDRA SIKSHA NIKETAN HIGH SCHOOL"
"C1464","JUDGE ABDUL BARI GIRLS' HIGH SCHOOL"
"C1465","AMTALA MATIRAM HIGH SCHOOL"
"C1466","HELEN KELLER BADHIR VIDYALAYA"
"C1467","MANUEL GIRLS' HIGH SCHOOL"
"C1468","ST. FRANCIS' ELITE SCHOOL(HIGH SCHOOL)"
"C1469","KRISHNADAS BALIKA VIDYALAYA(HIGH SCHOOL)"
"C1470","BUDGE BUDGE ABBEY HIGH SCHOOL"
"C1471","KISHOREPUR GIRLS' HIGH SCHOOL"
"C1472","BHANRU HIGH SCHOOL"
"C1473","NARAYANPUR HIGH SCHOOL(OLD SITE)"
"C1474","RAMKRISHNAPUR HIGH SCHOOL"
"C1475","BUDGE BUDGE ST. THOMAS MEMORIAL SCHOOL(ENG MED,CO-ED)"
"C1476","PAKHIRALA HIGH SCHOOL"
"C1477","ALIPORE TAKSHAL VIDYAPITH FOR GIRLS'(HIGH SCHOOL)"
"C1478","SOUTH KUMIRMARI NAGENDRANATH HIGH SCHOOL"
"C1479","TARANAGAR SARASWATI HIGH SCHOOL"
"C1480","NEW RAJIBPUR HIGH SCHOOL"
"C1481","KARBALA BALIKA VIDYALAYA(HIGH SCHOOL)"
"C1482","RANABELIAGHATA HIGH SCHOOL"
"C1483","RAIPUR HIGH SCHOOL"
"C1484","SHIS SHISHU BIKASH ACADEMY(HIGH SCHOOL)"
"C1485","ALAMPUR SIKSHA NIKETAN(HIGH SCHOOL)"
"C1486","PUINJALI HIGH SCHOOL"
"C1487","NABADIGANTA HIGH SCHOOL(MODEL)"
"C1488","S G M C VIDYANIKETAN (HIGH SCHOOL)"
"C1489","IIMC SIKSHANGAN HOGOLKURIA(HIGH SCHOOL)"
"C1490","JATINDRA NATH VIDYAMANDIR(HIGH SCHOOL)"
"C1491","ST. ELIZABETH GIRLS' HIGH SCHOOL"
"C1492","SRI RAMAKRISHNA ASHRAMA INSTITUTE(HIGH SCHOOL)"
"C1493","EAST GARIA EDUCATIONAL INSTITUTION(HIGH SCHOOL)"
"C1494","OXFORD HOUSE(HIGH SCHOOL)"
"C1495","LANGAL BENKI POLLY MONGAL HIGH SCHOOL"
"C1496","DAKSHIN BELEDURGANAGAR K K HIGH SCHOOL"
"C1497","HAPPY HOME ENGLISH SCHOOL(HIGH SCHOOL)"
"C1498","FATEHPUR GIRIBALA GIRLS' HIGH SCHOOL"
"C1499","ST. JACOB'S ENGLISH DAY HIGH SCHOOL"
"C1500","SONARPUR SIKSHA SADAN(HIGH SCHOOL)"
"C1501","MAYAHOWRI GOPAL HIGH SCHOOL"
"C1502","DARI KEORADANGI ANNADA PRASAD HIGH SCHOOL"
"C1503","MATANGINI HAZRA BALIKA VIDYALAYA(HIGH SCHOOL)"
"C1504","JOYNAGAR CHAMATKARINI BALIKA VIDYALAYA(HIGH SCHOOL)"
"C1505","DARIA MALINAMAYEE SANAT KUMAR HIGH SCHOOL"
"C1506","SIKSHA BHARATI HIGH SCHOOL"
"C1507","SONAMUKHI DASPARA HIGH SCHOOL"
"C1508","TULSIGHATA JAGATBANDHU INSTITUTION(HIGH SCHOOL)"
"C1509","CHILDREN ACADEMY(HIGH SCHOOL)"
"C1510","RAIPUR JITENDRA VIDYAMANDIR(HIGH SCHOOL)"
"C1511","ST. ANDREW'S PUBLIC SCHOOL(HIGH)"
"C1512","RAMAKRISHNA VEDANTA ASHRAM VIDYAMANDIR(HIGH SCHOOL)"
"C1513","GOBINDAPUR HIGH SCHOOL"
"C1514","RAMKRISHNAPUR SARADA VIDYAMANDIR(HIGH SCHOOL)"
"C1515","CHARAVIDYA CHUNAKHALI PASUPATI HIGH SCHOOL"
"C1516","MATHURAKHANDA AKSHOY CHANDRA VIDYAPITH(HIGH SCHOOL)"
"C1517","BHATSALA HIGH SCHOOL"
"C1518","PUJALI RAGHUNATHPUR VIDYALAYA(HIGH SCHOOL)"
"C1519","KHALSAMARI HIGH SCHOOL"
"C1520","MAULANA MOHAMMAD ALI JAUHAR GIRLS' HIGH SCHOOL"
"C1521","KALIDANGA HIGH SCHOOL"
"C1522","NADIAL HIGH SCHOOL"
"C1523","BUDGE BUDGE SAHU JAIN VIDYALAYA(HIGH SCHOOL)"
"C1524","BAGI KALIPADA ROY VIDYAMANDIR(HIGH SCHOOL)"
"C1525","BALI PURBA PARA HIGH SCHOOL"
"C1526","SANKIJAHAN HIGH SCHOOL"
"C1527","UCCHEKHALI HIGH SCHOOL"
"C1528","HATPUKURIA HIGH SCHOOL"
"C1529","SHIKHARBALI HIGH SCHOOL"
"C1531","BUDGE BUDGE URDU HIGH SCHOOL"
"C1532","GOVERNMENT MODEL SCHOOL,BASANTI"
"C1533","SONDALIA HIGH SCHOOL"
"C1534","CHUNAKHALI HATKHOLA HIGH SCHOOL"
"C1535","TRIDIBNAGAR JANAKALYAN HIGH SCHOOL"
"C1536","NOAPARA HIGH SCHOOL"
"C1537","BANNAGRAM HIGH SCHOOL"
"C1538","CHAKBARALI HIGH SCHOOL"
"C1539","GARANBERIA HIGH SCHOOL"
"C1540","ITKHOLA HIGH SCHOOL"
"C1541","NARABERIA HIGH SCHOOL"
"C1542","NAHAZARI MUSLIMPARA HIGH SCHOOL"
"C1543","LAXMINARAYANPUR HIGH SCHOOL"
"C1544","DAULATPUR HIGH SCHOOL"
"C1545","GHEEKHALI HIGH SCHOOL"
"C1546","BLOOMING BUD DAY HIGH SCHOOL"
"C1547","SURYODAYA HIGH SCHOOL"
"C1548","SUCHANA HIGH SCHOOL"
"C1549","CANNING MODEL SCHOOL (GOVT)"
"C1550","JANATA VIDYAMANDIR HIGH SCHOOL"
"C1551","STUDENTS' ACADEMY(HIGH SCHOOL)"
"C1553","BIKASH BHARATI COLLEGIATE SCHOOL(HIGH SCHOOL)"
"C1554","SISHU NIKETAN (HIGH SCHOOL)"
"C1555","MOUKHALI HIGH SCHOOL"
"C1556","KAKALI VIDYAMANDIR (HIGH SCHOOL)"
"C1557","VIVEKANANDA SHIKSHA NIKETAN (HIGH SCHOOL)"
"C1558","NALANDA ENGLISH MEDIUM SCHOOL(HIGH SCHOOL)"
"C1559","KULTALI GOVT. MODEL SCHOOL"
"C1560","JOYNAGAR GOVT. MODEL SCHOOL"
"C1561","ST. MARY'S DAY SCHOOL(HIGH SCHOOL)"
"C1562","SHISHU NALANDA (HIGH SCHOOL)"
"C1563","NEW INTEGRATED GOVT. SCHOOL,CANNING-I"
"C2001","AKSHAYNAGAR JNANADAMOYEE VIDYANIKETAN"
"C2002","ALIDA BAGNAR HIGH SCHOOL"
"C2003","AMRATALA GONSAIDAS HIGH SCHOOL"
"C2004","ANCHNA HIGH SCHOOL"
"C2005","BALIARA KISHORE HIGH SCHOOL"
"C2006","BALLAVPUR MOHINI MOHAN HIGH SCHOOL"
"C2007","BAMANAGAR SUBALA HIGH SCHOOL"
"C2008","BAMANKHALI MADHUSUDAN PYAREEMOHAN PANCHANAN HIGH SCHOOL"
"C2009","BANASHYAMNAGAR HIGH SCHOOL"
"C2010","BANSBERIA KEDARNATH VIDYAPITH"
"C2011","BANSUNDARIA S.K.HIGH SCHOOL"
"C2012","BARADAPUR ADARSHA MILAN VIDYAPITH"
"C2013","BARIBHANGA BAMACHARAN VIDYAPITH"
"C2014","BARKHALI HIGH SCHOOL"
"C2015","BAZAR BERIA RAMKRISHNA SIKSHA SADAN H SCHOOL"
"C2016","BAZAR BERIA THAKURCHAK SIKSHA SADAN"
"C2017","BELSINGHA SIKSHAYATAN"
"C2018","BENIPUR HIGH SCHOOL"
"C2019","BERAMARA RAMCHANDRAPUR HIGH SCHOOL"
"C2020","BHADRAPARA GILARCHAT HIGH SCHOOL"
"C2021","BHADURA HIGH SCHOOL"
"C2022","BHAJNA RAMCHANDRAPUR HIGH SCHOOL"
"C2023","BHUBANNAGAR BHUBANMOHAN VIDYAPITH"
"C2024","BHUBANNAGAR HIGH SCHOOL"
"C2025","BIDYADHARPUR NABAKUMAR VIDYAMANDIR"
"C2026","BOHALBERIA MD. B. N. SIKSHASADAN"
"C2027","BOLSIDDHI KHASMAHAL HIGH SCHOOL"
"C2028","BRAJABALLAVPUR BRAJAMOHAN TEWARI SIKSHANIKETAN"
"C2029","CHALUARY HIGH SCHOOL"
"C2030","CHANDA HIGH SCHOOL"
"C2031","CHANDANPIRI MURARI MOHAN HIGH SCHOOL"
"C2032","CHAPLA HIGH SCHOOL"
"C2033","DAKSHIN KASHINAGAR HIGH SCHOOL"
"C2034","DAKSHIN MAHENDRAPUR S.B.HIGH SCHOOL"
"C2035","DARIA HIGH SCHOOL"
"C2036","DATTARCHAK HIGH SCHOOL"
"C2037","DEBNAGAR MOKSHADA DINDA HIGH SCHOOL"
"C2038","DHABLAT LAKSHMAN PARABESH HIGH SCHOOL"
"C2039","DHANBERIA HIGH SCHOOL"
"C2040","DHOLA HIGH SCHOOL"
"C2041","DIAMOND HARBOUR BHARAT SEVASRAM SANGHA PRANAB VIDYAPITH"
"C2042","DIAMOND HARBOUR HIGH SCHOOL"
"C2043","DIGAMBARPUR EAST NABIN CHANDRA HIGH SCHOOL"
"C2044","DIGHIRPAR KARALIRCHAK HIGH SCHOOL"
"C2045","DOSTAPUR HIGH SCHOOL"
"C2046","DURBACHATI MILAN VIDYAPITH"
"C2047","DURGANAGAR BHOLANATH SIKSHANIKETAN"
"C2048","FALTA VIVEKANANDA ADARSHA VIDYALAYA"
"C2049","FATEPUR SRINATH INSTITUTION"
"C2050","FRESERGANJ KRISHNAPROSAD ADARSHA VIDYAPITH"
"C2051","G PLOT VIVEKANANDA VIDYAMANDIR"
"C2052","GABBERIA HIGH SCHOOL"
"C2053","GADAMATHURA ADARSHA BINAY VIDYAPITH"
"C2054","GADAMATHURA HARIPRIYA HIGH SCHOOL"
"C2055","GADAMATHURA SIKSHANIKETAN"
"C2056","GANGADHARPUR KAMALAKANTA HIGH SCHOOL"
"C2057","GHATESWAR BIJOY KISSEN VIDYAMANDIR"
"C2058","GHORADAL HIGH SCHOOL"
"C2059","GHORAMARA MILAN VIDYAPITH"
"C2060","GOBINDAPUR KALICHARAN HIGH SCHOOL"
"C2061","GOBINDARAMPUR ASWINIKUMAR HIGH SCHOOL"
"C2062","GOPALNAGAR BANI MANDIR HIGH SCHOOL"
"C2063","GOPALNAGAR HIGH SCHOOL"
"C2064","GURUDASPUR MAHENDRA INDRA VIDYAMANDIR"
"C2065","HANSURY HIGH SCHOOL"
"C2066","HARINBARI Y.A SIKSHAYATAN"
"C2067","HARINDANGA HIGH SCHOOL"
"C2068","HARIPUR GADADHAR VIDYAPITH"
"C2069","HATUGANJ MAHARAJA NARENDRA KRISHNA H SCHOOL"
"C2070","IMAMADDIPUR KISHORI RANI HIGH SCHOOL"
"C2071","ISTARANPUR KALYANIPADA HIGH SCHOOL"
"C2072","JADAVPUR HIGH SCHOOL"
"C2073","JAGADISPUR SITIKANTA INSTITUTION"
"C2074","JATA NAGENDRAPUR HIGH SCHOOL"
"C2075","JHAPBERIA HIGH SCHOOL"
"C2076","JHOWKHALIHAT HIGH SCHOOL"
"C2077","JOGENDRAPUR HIGH SCHOOL"
"C2078","KADIPUKUR NASKAR HIGH SCHOOL"
"C2079","KAIKHALI BOINCHBERIA HIGH SCHOOL"
"C2080","KAKDWIP BIRENDRA VIDYANIKETAN"
"C2081","KAKDWIP SHISHU SHIKSHAYATAN HIGH SCHOOL"
"C2082","KALARCHAK HIGH SCHOOL"
"C2083","KALASH HIGH SCHOOL"
"C2084","KAMDEBPUR SNEHABALA MILAN VIDYAPITH"
"C2085","KARAMONURAJ HIGH SCHOOL"
"C2086","KARANJALI BROJAKISHORE INSTITUTION"
"C2087","KASHINAGAR HIGH SCHOOL"
"C2088","KAUTALA RAMKRISHNA ASHRAM HIGH SCHOOL"
"C2089","KAYLAPARA SURENDRA NATH DESHPRAN HIGH SCHOOL"
"C2090","KEDARPUR RAM NANDA HIGH SCHOOL"
"C2091","KENSILY EMDADIA HIGH SCHOOL"
"C2092","KEORATALA SARATCHANDRA MEMORIAL HIGH SCHOOL"
"C2093","KHANDALIA HIGH SCHOOL"
"C2094","KHANRAPARA HIGH SCHOOL"
"C2095","KHANSAHEB ABAD HIGH SCHOOL"
"C2096","KRISHNACHANDRAPUR HIGH SCHOOL"
"C2097","KRISHNANAGAR HIGH SCHOOL"
"C2098","KRISHNAPUR HIGH SCHOOL"
"C2099","KULDIA HIGH SCHOOL"
"C2100","KULPI JANAPRIYA HIGH SCHOOL"
"C2101","KULPI KALIKA VIDYAPITH"
"C2102","LAKSHMIJANARDONPUR HIGH SCHOOL"
"C2103","LAKSHMINARAYANPUR B.H.M HIGH SCHOOL"
"C2104","LAKSHMINARAYANPUR SITANATH HIGH SCHOOL"
"C2105","MADHABNAGAR HIGH SCHOOL"
"C2106","MADHUSUDANPUR LAKSHMIPUR RADHAKANTA ACADEMY"
"C2107","MAGRAHAT ANGLO ORIENTAL INSTITUTION"
"C2108","MAGRAHAT MUSLIM ANGLO ORIENTAL INSTITUTION"
"C2109","MAHABATNAGAR KAILASHPUR MILAN SIKSHASADAN"
"C2110","MAHENDRAGANJ HIGH SCHOOL"
"C2111","MAHESHPUR HIGH SCHOOL"
"C2112","MAHIRAMPUR HIGH SCHOOL"
"C2113","MAITERHAT HIGH SCHOOL"
"C2114","MALAYA HIGH SCHOOL"
"C2115","MALLAVPUR ADARSHA VIDYAMANDIR"
"C2117","MANASADWIP RAMKRISHNA MISSION HIGH SCHOOL"
"C2118","MANIK NAGAR SURENDRA NATH HIGH SCHOOL"
"C2119","MANMATHAPUR SIKSHA BHAWAN HIGH SCHOOL"
"C2120","MANSARAT HIGH SCHOOL"
"C2121","MARIGACHI HIGH SCHOOL"
"C2122","MASAT HIGH SCHOOL"
"C2123","MASIDHAT BENIMADHAB HIGH SCHOOL"
"C2124","MATHUR JATIRAM MEMORIAL HIGH SCHOOL"
"C2125","MATHURAPUR ARYA VIDYAPITH"
"C2126","MATHURAPUR HIGH SCHOOL"
"C2127","MOHANPUR KUMAR KRISHNA GOPALCHANDRA INSTN."
"C2128","MORAPAI ST.PATRICK'S HIGH SCHOOL"
"C2129","MOUKHALI GOPINATHPUR GAURAB BALA VIDYALAYA"
"C2130","MOUSHINI CO OPERATIVE HIGH SCHOOL"
"C2131","MRINAL NAGAR RAKHAL VIDYAMANDIR"
"C2132","MUKHERJEERCHACK BARIBHANGABAD DHIRENDRANATH HIGH SCHOOL"
"C2133","MULDIA CHAITANYAPUR DESH GAURAB VIDYAMANDIR"
"C2134","MULTI PEARY SRIMANTA INSTITUTION"
"C2135","NABASAN TUSTUCHARAN HIGH SCHOOL"
"C2136","NAMKHANA HIGH SCHOOL"
"C2137","NAMKHANA NARAYAN VIDYAMANDIR"
"C2138","NAMKHANA UNION HIGH SCHOOL"
"C2139","NANDAKUMARPUR HIGH SCHOOL"
"C2140","NARAYANITALA DHANESWAR SIKSHA SADAN"
"C2141","NARENDRAPUR MILAN VIDYAPITH"
"C2142","NATENDRAPUR NATENDRANATH HIGH SCHOOL"
"C2143","NATRA HIGH SCHOOL"
"C2144","NISCHINTAPUR RAKHALDAS HIGH SCHOOL"
"C2145","PADMAPUR BAIDYAKHALI HIGH SCHOOL"
"C2146","PAIRACHALI HIGH SCHOOL"
"C2147","PAKURTALA RAMKRISHNA VIDYAMANDIR"
"C2148","PANA KANGAL CHAND HIGH SCHOOL"
"C2149","PANCHNAN HIGH SCHOOL"
"C2150","PARASURAMPUR SARBODAY SIKSHASADAN H SCHOOL"
"C2151","PARULIA SRI RAMKRISHNA HIGH SCHOOL"
"C2152","PASCHIM SRIPATINAGAR DR. B.C ROY MEMORIAL VIDYAPITH"
"C2153","PASCHIM SURENDRANAGAR ADARSHA BANIPITH"
"C2154","PATHARPRATIMA ANANDALAL ADARSHA VIDYALAYA"
"C2155","PHULBARI SITALA HIGH SCHOOL"
"C2156","PURANDARPUR HARAMOHAN HAZI DERAJTULLA HIGH SCHOOL"
"C2157","PURNACHANDRAPUR CHANDMANI SIKSHA BHABAN"
"C2158","RAGHUNATHPUR HIGH SCHOOL"
"C2159","RAIDIGHI SRIFALTALA C.K HIGH SCHOOL"
"C2160","RAJBALLAVPUR RANGILABAD RAMLAL MEMORIAL HIGH SCHOOL"
"C2161","RAJNAGAR BISWAMBHAR HIGH SCHOOL"
"C2162","RAJNAGAR SRINATHGRAM BANI VIDYAPITH"
"C2163","RAMCHANDRANAGAR SRI HARI SMRITI HIGH SCHOOL"
"C2164","RAMKISHOREPUR RADHANAGAR HIGH SCHOOL"
"C2165","RAMKRISHNAPUR HIGH SCHOOL"
"C2166","RANAGHATA HIGH SCHOOL"
"C2167","RAYPUR NARENDRANATH VIDYAMANDIR"
"C2168","ROYNAGAR K.S. POURA VIDYALAYA"
"C2169","RUDRANAGAR DEBENDRA VIDYAPITH"
"C2170","SAPTAGRAM HIGH SCHOOL"
